Comunidades y Ciudades Autónomas;Nacionalidad;Edad;Periodo;Total
12 Galicia;Española;De 30 a 34 años;2001;
12 Galicia;Española;De 30 a 34 años;2000;
12 Galicia;Española;De 30 a 34 años;1999;
12 Galicia;Española;De 30 a 34 años;1998;
12 Galicia;Española;De 30 a 34 años;1997;
12 Galicia;Española;De 30 a 34 años;1996;
12 Galicia;Española;De 30 a 34 años;1995;
12 Galicia;Española;De 30 a 34 años;1994;
12 Galicia;Española;De 30 a 34 años;1993;
12 Galicia;Española;De 30 a 34 años;1992;
12 Galicia;Española;De 30 a 34 años;1991;
12 Galicia;Española;De 30 a 34 años;1990;
12 Galicia;Española;De 30 a 34 años;1989;
12 Galicia;Española;De 30 a 34 años;1988;
12 Galicia;Española;De 30 a 34 años;1987;
12 Galicia;Española;De 30 a 34 años;1986;
12 Galicia;Española;De 30 a 34 años;1985;
12 Galicia;Española;De 30 a 34 años;1984;
12 Galicia;Española;De 30 a 34 años;1983;
12 Galicia;Española;De 30 a 34 años;1982;
12 Galicia;Española;De 30 a 34 años;1981;
12 Galicia;Española;De 30 a 34 años;1980;
12 Galicia;Española;De 30 a 34 años;1979;
12 Galicia;Española;De 30 a 34 años;1978;
12 Galicia;Española;De 30 a 34 años;1977;
12 Galicia;Española;De 30 a 34 años;1976;
12 Galicia;Española;De 30 a 34 años;1975;
12 Galicia;Española;De 35 a 39 años;2024;59,11
12 Galicia;Española;De 35 a 39 años;2023;60,16
12 Galicia;Española;De 35 a 39 años;2022;61,77
12 Galicia;Española;De 35 a 39 años;2021;59,26
12 Galicia;Española;De 35 a 39 años;2020;57,71
12 Galicia;Española;De 35 a 39 años;2019;57
12 Galicia;Española;De 35 a 39 años;2018;58,38
12 Galicia;Española;De 35 a 39 años;2017;63,05
12 Galicia;Española;De 35 a 39 años;2016;62,1
12 Galicia;Española;De 35 a 39 años;2015;60,53
12 Galicia;Española;De 35 a 39 años;2014;59,29
12 Galicia;Española;De 35 a 39 años;2013;56,14
12 Galicia;Española;De 35 a 39 años;2012;59,32
12 Galicia;Española;De 35 a 39 años;2011;58,04
12 Galicia;Española;De 35 a 39 años;2010;54,97
12 Galicia;Española;De 35 a 39 años;2009;54,22
12 Galicia;Española;De 35 a 39 años;2008;52,71
12 Galicia;Española;De 35 a 39 años;2007;49,19
12 Galicia;Española;De 35 a 39 años;2006;46,69
12 Galicia;Española;De 35 a 39 años;2005;42,98
12 Galicia;Española;De 35 a 39 años;2004;40,86
12 Galicia;Española;De 35 a 39 años;2003;38,46
12 Galicia;Española;De 35 a 39 años;2002;35,04
12 Galicia;Española;De 35 a 39 años;2001;
12 Galicia;Española;De 35 a 39 años;2000;
12 Galicia;Española;De 35 a 39 años;1999;
12 Galicia;Española;De 35 a 39 años;1998;
12 Galicia;Española;De 35 a 39 años;1997;
12 Galicia;Española;De 35 a 39 años;1996;
12 Galicia;Española;De 35 a 39 años;1995;
12 Galicia;Española;De 35 a 39 años;1994;
12 Galicia;Española;De 35 a 39 años;1993;
12 Galicia;Española;De 35 a 39 años;1992;
12 Galicia;Española;De 35 a 39 años;1991;
12 Galicia;Española;De 35 a 39 años;1990;
12 Galicia;Española;De 35 a 39 años;1989;
12 Galicia;Española;De 35 a 39 años;1988;
12 Galicia;Española;De 35 a 39 años;1987;
12 Galicia;Española;De 35 a 39 años;1986;
12 Galicia;Española;De 35 a 39 años;1985;
12 Galicia;Española;De 35 a 39 años;1984;
12 Galicia;Española;De 35 a 39 años;1983;
12 Galicia;Española;De 35 a 39 años;1982;
12 Galicia;Española;De 35 a 39 años;1981;
12 Galicia;Española;De 35 a 39 años;1980;
12 Galicia;Española;De 35 a 39 años;1979;
12 Galicia;Española;De 35 a 39 años;1978;
12 Galicia;Española;De 35 a 39 años;1977;
12 Galicia;Española;De 35 a 39 años;1976;
12 Galicia;Española;De 35 a 39 años;1975;
12 Galicia;Española;De 40 a 44 años;2024;16,94
12 Galicia;Española;De 40 a 44 años;2023;18,09
12 Galicia;Española;De 40 a 44 años;2022;18,47
12 Galicia;Española;De 40 a 44 años;2021;17,7
12 Galicia;Española;De 40 a 44 años;2020;16,97
12 Galicia;Española;De 40 a 44 años;2019;16,89
12 Galicia;Española;De 40 a 44 años;2018;17,43
12 Galicia;Española;De 40 a 44 años;2017;17,64
12 Galicia;Española;De 40 a 44 años;2016;16,47
12 Galicia;Española;De 40 a 44 años;2015;16,25
12 Galicia;Española;De 40 a 44 años;2014;15,36
12 Galicia;Española;De 40 a 44 años;2013;14,64
12 Galicia;Española;De 40 a 44 años;2012;13,26
12 Galicia;Española;De 40 a 44 años;2011;12,83
12 Galicia;Española;De 40 a 44 años;2010;11,37
12 Galicia;Española;De 40 a 44 años;2009;10,37
12 Galicia;Española;De 40 a 44 años;2008;10,02
12 Galicia;Española;De 40 a 44 años;2007;8,42
12 Galicia;Española;De 40 a 44 años;2006;8,1
12 Galicia;Española;De 40 a 44 años;2005;7,29
12 Galicia;Española;De 40 a 44 años;2004;6,69
12 Galicia;Española;De 40 a 44 años;2003;6,47
12 Galicia;Española;De 40 a 44 años;2002;5,75
12 Galicia;Española;De 40 a 44 años;2001;
12 Galicia;Española;De 40 a 44 años;2000;
12 Galicia;Española;De 40 a 44 años;1999;
12 Galicia;Española;De 40 a 44 años;1998;
12 Galicia;Española;De 40 a 44 años;1997;
12 Galicia;Española;De 40 a 44 años;1996;
12 Galicia;Española;De 40 a 44 años;1995;
12 Galicia;Española;De 40 a 44 años;1994;
12 Galicia;Española;De 40 a 44 años;1993;
12 Galicia;Española;De 40 a 44 años;1992;
12 Galicia;Española;De 40 a 44 años;1991;
12 Galicia;Española;De 40 a 44 años;1990;
12 Galicia;Española;De 40 a 44 años;1989;
12 Galicia;Española;De 40 a 44 años;1988;
12 Galicia;Española;De 40 a 44 años;1987;
12 Galicia;Española;De 40 a 44 años;1986;
12 Galicia;Española;De 40 a 44 años;1985;
12 Galicia;Española;De 40 a 44 años;1984;
12 Galicia;Española;De 40 a 44 años;1983;
12 Galicia;Española;De 40 a 44 años;1982;
12 Galicia;Española;De 40 a 44 años;1981;
12 Galicia;Española;De 40 a 44 años;1980;
12 Galicia;Española;De 40 a 44 años;1979;
12 Galicia;Española;De 40 a 44 años;1978;
12 Galicia;Española;De 40 a 44 años;1977;
12 Galicia;Española;De 40 a 44 años;1976;
12 Galicia;Española;De 40 a 44 años;1975;
12 Galicia;Española;De 45 a 49 años;2024;2,04
12 Galicia;Española;De 45 a 49 años;2023;1,99
12 Galicia;Española;De 45 a 49 años;2022;2,25
12 Galicia;Española;De 45 a 49 años;2021;1,73
12 Galicia;Española;De 45 a 49 años;2020;1,67
12 Galicia;Española;De 45 a 49 años;2019;1,68
12 Galicia;Española;De 45 a 49 años;2018;1,61
12 Galicia;Española;De 45 a 49 años;2017;1,51
12 Galicia;Española;De 45 a 49 años;2016;1,29
12 Galicia;Española;De 45 a 49 años;2015;1,11
12 Galicia;Española;De 45 a 49 años;2014;0,82
12 Galicia;Española;De 45 a 49 años;2013;1
12 Galicia;Española;De 45 a 49 años;2012;0,72
12 Galicia;Española;De 45 a 49 años;2011;0,68
12 Galicia;Española;De 45 a 49 años;2010;0,7
12 Galicia;Española;De 45 a 49 años;2009;0,89
12 Galicia;Española;De 45 a 49 años;2008;0,7
12 Galicia;Española;De 45 a 49 años;2007;0,55
12 Galicia;Española;De 45 a 49 años;2006;0,57
12 Galicia;Española;De 45 a 49 años;2005;0,35
12 Galicia;Española;De 45 a 49 años;2004;0,42
12 Galicia;Española;De 45 a 49 años;2003;0,27
12 Galicia;Española;De 45 a 49 años;2002;0,25
12 Galicia;Española;De 45 a 49 años;2001;
12 Galicia;Española;De 45 a 49 años;2000;
12 Galicia;Española;De 45 a 49 años;1999;
12 Galicia;Española;De 45 a 49 años;1998;
12 Galicia;Española;De 45 a 49 años;1997;
12 Galicia;Española;De 45 a 49 años;1996;
12 Galicia;Española;De 45 a 49 años;1995;
12 Galicia;Española;De 45 a 49 años;1994;
12 Galicia;Española;De 45 a 49 años;1993;
12 Galicia;Española;De 45 a 49 años;1992;
12 Galicia;Española;De 45 a 49 años;1991;
12 Galicia;Española;De 45 a 49 años;1990;
12 Galicia;Española;De 45 a 49 años;1989;
12 Galicia;Española;De 45 a 49 años;1988;
12 Galicia;Española;De 45 a 49 años;1987;
12 Galicia;Española;De 45 a 49 años;1986;
12 Galicia;Española;De 45 a 49 años;1985;
12 Galicia;Española;De 45 a 49 años;1984;
12 Galicia;Española;De 45 a 49 años;1983;
12 Galicia;Española;De 45 a 49 años;1982;
12 Galicia;Española;De 45 a 49 años;1981;
12 Galicia;Española;De 45 a 49 años;1980;
12 Galicia;Española;De 45 a 49 años;1979;
12 Galicia;Española;De 45 a 49 años;1978;
12 Galicia;Española;De 45 a 49 años;1977;
12 Galicia;Española;De 45 a 49 años;1976;
12 Galicia;Española;De 45 a 49 años;1975;
12 Galicia;Española;50 y más años;2024;0,8
12 Galicia;Española;50 y más años;2023;0,8
12 Galicia;Española;50 y más años;2022;0,57
12 Galicia;Española;50 y más años;2021;0,96
12 Galicia;Española;50 y más años;2020;0,29
12 Galicia;Española;50 y más años;2019;0,48
12 Galicia;Española;50 y más años;2018;0,24
12 Galicia;Española;50 y más años;2017;0,44
12 Galicia;Española;50 y más años;2016;0,3
12 Galicia;Española;50 y más años;2015;0,6
12 Galicia;Española;50 y más años;2014;0,45
12 Galicia;Española;50 y más años;2013;0,46
12 Galicia;Española;50 y más años;2012;0,05
12 Galicia;Española;50 y más años;2011;0,3
12 Galicia;Española;50 y más años;2010;0,15
12 Galicia;Española;50 y más años;2009;0,1
12 Galicia;Española;50 y más años;2008;0,47
12 Galicia;Española;50 y más años;2007;0
12 Galicia;Española;50 y más años;2006;0,11
12 Galicia;Española;50 y más años;2005;0,06
12 Galicia;Española;50 y más años;2004;0,17
12 Galicia;Española;50 y más años;2003;0
12 Galicia;Española;50 y más años;2002;0,24
12 Galicia;Española;50 y más años;2001;
12 Galicia;Española;50 y más años;2000;
12 Galicia;Española;50 y más años;1999;
12 Galicia;Española;50 y más años;1998;
